	timestamp(CST)	stage(ft)
2109	2016-06-20 11:45:06-05	0.44
2110	2016-06-20 11:30:00-05	0.42
2111	2016-06-20 11:15:10-05	0.44
2112	2016-06-20 11:00:06-05	0.44
2113	2016-06-20 10:45:01-05	0.43
2114	2016-06-20 10:30:10-05	0.43
2115	2016-06-20 10:15:05-05	0.43
2116	2016-06-20 10:00:14-05	0.44
2117	2016-06-20 09:45:09-05	0.47
2118	2016-06-20 09:30:03-05	0.47
2119	2016-06-20 09:15:13-05	0.45
2120	2016-06-20 09:00:07-05	0.46
2121	2016-06-20 08:45:00-05	0.47
2122	2016-06-20 08:30:09-05	0.47
2123	2016-06-20 08:15:04-05	0.46
2124	2016-06-20 08:00:13-05	0.47
2125	2016-06-20 07:45:08-05	0.46
2126	2016-06-20 07:30:02-05	0.46
2127	2016-06-20 07:15:11-05	0.47
2128	2016-06-20 07:00:06-05	0.46
2129	2016-06-20 06:45:01-05	0.45
2130	2016-06-20 06:30:10-05	0.43
2131	2016-06-20 06:15:05-05	0.42
2132	2016-06-20 06:00:00-05	0.42
2133	2016-06-20 05:45:09-05	0.43
2134	2016-06-20 05:30:04-05	0.44
2135	2016-06-20 05:15:13-05	0.44
2136	2016-06-20 05:00:08-05	0.44
2137	2016-06-20 04:45:02-05	0.44
2138	2016-06-20 04:30:12-05	0.42
2139	2016-06-20 04:15:06-05	0.42
2140	2016-06-20 04:00:01-05	0.43
2141	2016-06-20 03:45:11-05	0.42
2142	2016-06-20 03:30:06-05	0.44
2143	2016-06-20 03:15:00-05	0.43
2144	2016-06-20 03:00:09-05	0.44
2145	2016-06-20 02:45:04-05	0.42
2146	2016-06-20 02:30:13-05	0.43
2147	2016-06-20 02:15:08-05	0.41
2148	2016-06-20 02:00:03-05	0.42
2149	2016-06-20 01:45:12-05	0.43
2150	2016-06-20 01:30:07-05	0.42
2151	2016-06-20 01:15:01-05	0.43
2152	2016-06-20 01:00:11-05	0.4
2153	2016-06-20 00:45:05-05	0.41
2154	2016-06-20 00:30:14-05	0.42
2155	2016-06-20 00:15:08-05	0.4
2156	2016-06-20 00:00:03-05	0.39
2157	2016-06-19 23:45:12-05	0.42
2158	2016-06-19 23:30:07-05	0.42
2159	2016-06-19 23:15:01-05	0.39
2160	2016-06-19 23:00:10-05	0.39
2161	2016-06-19 22:45:05-05	0.38
2162	2016-06-19 22:30:00-05	0.39
2163	2016-06-19 22:15:09-05	0.37
2164	2016-06-19 22:00:04-05	0.37
2165	2016-06-19 21:45:14-05	0.37
2166	2016-06-19 21:30:09-05	0.38
2167	2016-06-19 21:15:03-05	0.37
2168	2016-06-19 21:00:13-05	0.35
2169	2016-06-19 20:45:08-05	0.35
2170	2016-06-19 20:30:02-05	0.34
2171	2016-06-19 20:15:11-05	0.34
2172	2016-06-19 20:00:05-05	0.33
2173	2016-06-19 19:45:00-05	0.32
2174	2016-06-19 19:30:10-05	0.34
2175	2016-06-19 19:15:04-05	0.37
2176	2016-06-19 19:00:14-05	0.35
2177	2016-06-19 18:45:08-05	0.35
2178	2016-06-19 18:30:03-05	0.35
2179	2016-06-19 18:15:12-05	0.36
2180	2016-06-19 18:00:07-05	0.35
2181	2016-06-19 17:45:02-05	0.36
2182	2016-06-19 17:30:11-05	0.37
2183	2016-06-19 17:15:05-05	0.37
2184	2016-06-19 17:00:00-05	0.39
2185	2016-06-19 16:45:09-05	0.39
2186	2016-06-19 16:30:04-05	0.4
2187	2016-06-19 16:15:14-05	0.42
2188	2016-06-19 16:00:08-05	0.42
2189	2016-06-19 15:45:03-05	0.42
2190	2016-06-19 15:30:12-05	0.43
2191	2016-06-19 15:15:07-05	0.42
2192	2016-06-19 15:00:02-05	0.42
2193	2016-06-19 14:45:11-05	0.43
2194	2016-06-19 14:30:06-05	0.43
2195	2016-06-19 14:15:00-05	0.42
2196	2016-06-19 14:00:09-05	0.44
2197	2016-06-19 13:45:04-05	0.44
2198	2016-06-19 13:30:13-05	0.44
2199	2016-06-19 13:15:08-05	0.45
2200	2016-06-19 13:00:03-05	0.46
2201	2016-06-19 12:45:12-05	0.44
2202	2016-06-19 12:30:07-05	0.46
2203	2016-06-19 12:15:01-05	0.46
2204	2016-06-19 12:00:11-05	0.46
2205	2016-06-19 11:45:05-05	0.45
2206	2016-06-19 11:30:14-05	0.48
2207	2016-06-19 11:15:09-05	0.48
2208	2016-06-19 11:00:04-05	0.47
2209	2016-06-19 10:45:12-05	0.48
2210	2016-06-19 10:30:07-05	0.48
2211	2016-06-19 10:15:01-05	0.46
2212	2016-06-19 10:00:10-05	0.46
2213	2016-06-19 09:45:05-05	0.45
2214	2016-06-19 09:30:00-05	0.48
2215	2016-06-19 09:15:09-05	0.47
2216	2016-06-19 09:00:04-05	0.47
2217	2016-06-19 08:45:14-05	0.46
2218	2016-06-19 08:30:09-05	0.43
2219	2016-06-19 08:15:04-05	0.47
2220	2016-06-19 08:00:06-05	0.45
2221	2016-06-19 07:45:12-05	0.47
2222	2016-06-19 07:30:05-05	0.44
2223	2016-06-19 07:15:04-05	0.47
2224	2016-06-19 07:00:02-05	-1.9
2225	2016-06-19 06:45:08-05	0.43
2226	2016-06-19 06:30:09-05	0.42
2227	2016-06-19 06:15:03-05	0.42
2228	2016-06-19 06:00:11-05	0.42
2229	2016-06-19 05:45:14-05	0.39
2230	2016-06-19 05:30:02-05	0.37
2231	2016-06-19 05:15:02-05	0.39
2232	2016-06-19 05:00:06-05	0.38
2233	2016-06-19 04:45:13-05	0.36
2234	2016-06-19 04:30:05-05	0.38
2235	2016-06-19 04:15:09-05	0.36
2236	2016-06-19 04:00:12-05	0.35
2237	2016-06-19 03:45:12-05	0.38
2238	2016-06-19 03:30:00-05	0.37
2239	2016-06-19 03:15:13-05	0.37
2240	2016-06-19 03:00:03-05	0.38
2241	2016-06-19 02:45:14-05	0.38
2242	2016-06-19 02:30:02-05	0.36
2243	2016-06-19 02:15:05-05	0.36
2244	2016-06-19 02:00:02-05	0.37
2245	2016-06-19 01:45:05-05	0.38
2246	2016-06-19 01:30:09-05	0.37
2247	2016-06-19 01:15:09-05	0.38
2248	2016-06-19 01:00:12-05	0.37
2249	2016-06-19 00:45:01-05	0.38
2250	2016-06-19 00:30:04-05	0.37
2251	2016-06-19 00:15:08-05	0.37
2252	2016-06-19 00:00:13-05	0.37
2253	2016-06-18 23:45:13-05	0.36
2254	2016-06-18 23:30:01-05	0.36
2255	2016-06-18 23:15:03-05	0.33
2256	2016-06-18 23:00:12-05	0.37
2257	2016-06-18 22:45:01-05	0.36
2258	2016-06-18 22:30:06-05	0.31
2259	2016-06-18 22:15:10-05	0.31
2260	2016-06-18 22:00:13-05	0.34
2261	2016-06-18 21:45:00-05	0.34
2262	2016-06-18 21:30:10-05	0.31
2263	2016-06-18 21:15:04-05	0.29
2264	2016-06-18 21:00:14-05	0.27
2265	2016-06-18 20:45:08-05	0.24
2266	2016-06-18 20:30:03-05	0.25
2267	2016-06-18 20:15:12-05	0.24
2268	2016-06-18 20:00:07-05	0.23
2269	2016-06-18 19:45:02-05	0.29
2270	2016-06-18 19:30:11-05	0.28
2271	2016-06-18 19:15:06-05	0.29
2272	2016-06-18 19:00:01-05	0.3
2273	2016-06-18 18:45:10-05	0.31
2274	2016-06-18 18:30:05-05	0.28
2275	2016-06-18 18:15:00-05	0.27
2276	2016-06-18 18:00:09-05	0.29
2277	2016-06-18 17:45:04-05	0.29
2278	2016-06-18 17:30:13-05	0.31
2279	2016-06-18 17:15:08-05	0.33
2280	2016-06-18 17:00:03-05	0.34
2281	2016-06-18 16:45:12-05	0.35
2282	2016-06-18 16:30:06-05	0.35
2283	2016-06-18 16:15:01-05	0.36
2284	2016-06-18 16:00:10-05	0.37
2285	2016-06-18 15:45:05-05	0.37
2286	2016-06-18 15:30:14-05	0.38
2287	2016-06-18 15:15:09-05	0.39
2288	2016-06-18 15:00:03-05	0.38
2289	2016-06-18 14:45:13-05	0.41
2290	2016-06-18 14:30:07-05	0.42
2291	2016-06-18 14:15:02-05	0.39
2292	2016-06-18 14:00:11-05	0.39
2293	2016-06-18 13:45:06-05	0.39
2294	2016-06-18 13:30:01-05	0.43
2295	2016-06-18 13:15:10-05	0.43
2296	2016-06-18 13:00:05-05	0.44
2297	2016-06-18 12:45:14-05	0.4
2298	2016-06-18 12:30:09-05	0.43
2299	2016-06-18 12:15:04-05	0.41
2300	2016-06-18 12:00:13-05	0.44
2301	2016-06-18 11:45:08-05	0.42
2302	2016-06-18 11:30:02-05	0.44
2303	2016-06-18 11:15:12-05	0.47
2304	2016-06-18 11:00:07-05	0.47
2305	2016-06-18 10:45:01-05	0.47
2306	2016-06-18 10:30:11-05	0.46
2307	2016-06-18 10:15:06-05	0.46
2308	2016-06-18 10:00:00-05	0.46
2309	2016-06-18 09:45:10-05	0.48
2310	2016-06-18 09:30:05-05	0.48
2311	2016-06-18 09:15:14-05	0.47
2312	2016-06-18 09:00:07-05	0.46
2313	2016-06-18 08:45:11-05	0.43
2314	2016-06-18 08:30:01-05	0.44
2315	2016-06-18 08:15:04-05	0.45
2316	2016-06-18 08:00:07-05	0.45
2317	2016-06-18 07:45:07-05	0.45
2318	2016-06-18 07:30:12-05	0.46
2319	2016-06-18 07:15:04-05	0.43
2320	2016-06-18 07:00:04-05	0.43
2321	2016-06-18 06:45:06-05	0.42
2322	2016-06-18 06:30:07-05	0.4
2323	2016-06-18 06:15:10-05	0.39
2324	2016-06-18 06:00:04-05	0.4
2325	2016-06-18 05:45:06-05	0.4
2326	2016-06-18 05:30:14-05	0.39
2327	2016-06-18 05:15:03-05	0.39
2328	2016-06-18 05:00:06-05	0.4
2329	2016-06-18 04:45:13-05	0.37
2330	2016-06-18 04:30:11-05	0.39
2331	2016-06-18 04:15:06-05	0.38
2332	2016-06-18 04:00:12-05	0.39
2333	2016-06-18 03:45:07-05	0.4
2334	2016-06-18 03:30:00-05	0.38
2335	2016-06-18 03:15:07-05	0.38
2336	2016-06-18 03:00:02-05	0.38
2337	2016-06-18 02:45:10-05	0.37
2338	2016-06-18 02:30:13-05	0.36
2339	2016-06-18 02:15:05-05	0.38
2340	2016-06-18 02:00:06-05	0.38
2341	2016-06-18 01:45:02-05	0.4
2342	2016-06-18 01:30:08-05	0.36
2343	2016-06-18 01:15:02-05	0.38
2344	2016-06-18 01:00:12-05	0.36
2345	2016-06-18 00:45:06-05	0.38
2346	2016-06-18 00:30:00-05	0.38
2347	2016-06-18 00:15:05-05	0.38
2348	2016-06-18 00:00:05-05	0.38
2349	2016-06-17 23:45:13-05	0.4
2350	2016-06-17 23:30:08-05	0.39
2351	2016-06-17 23:15:03-05	0.37
2352	2016-06-17 23:00:12-05	0.41
2353	2016-06-17 22:45:07-05	0.41
2354	2016-06-17 22:30:02-05	0.42
2355	2016-06-17 22:15:11-05	0.41
2356	2016-06-17 22:00:06-05	0.43
2357	2016-06-17 21:45:12-05	0.4
2358	2016-06-17 21:30:07-05	0.39
2359	2016-06-17 21:15:02-05	0.4
2360	2016-06-17 21:00:11-05	0.39
2361	2016-06-17 20:45:06-05	0.36
2362	2016-06-17 20:30:01-05	0.32
2363	2016-06-17 20:15:10-05	0.32
2364	2016-06-17 20:00:05-05	0.33
2365	2016-06-17 19:45:14-05	0.33
2366	2016-06-17 19:30:09-05	0.32
2367	2016-06-17 19:15:03-05	0.32
2368	2016-06-17 19:00:12-05	0.32
2369	2016-06-17 18:45:07-05	0.32
2370	2016-06-17 18:30:01-05	0.3
2371	2016-06-17 18:15:10-05	0.29
2372	2016-06-17 18:00:05-05	0.31
2373	2016-06-17 17:45:00-05	0.35
2374	2016-06-17 17:30:09-05	0.33
2375	2016-06-17 17:15:03-05	0.37
2376	2016-06-17 17:00:12-05	0.38
2377	2016-06-17 16:45:07-05	0.38
2378	2016-06-17 16:30:01-05	0.4
2379	2016-06-17 16:15:10-05	0.38
2380	2016-06-17 16:00:05-05	0.41
2381	2016-06-17 15:45:14-05	0.42
2382	2016-06-17 15:30:09-05	0.43
2383	2016-06-17 15:15:04-05	0.43
2384	2016-06-17 15:00:13-05	0.42
2385	2016-06-17 14:45:07-05	0.43
2386	2016-06-17 14:30:02-05	0.43
2387	2016-06-17 14:15:11-05	0.45
2388	2016-06-17 14:00:05-05	0.46
2389	2016-06-17 13:45:00-05	0.46
2390	2016-06-17 13:30:09-05	0.46
2391	2016-06-17 13:15:03-05	0.48
2392	2016-06-17 13:00:12-05	0.46
2393	2016-06-17 12:45:07-05	0.49
2394	2016-06-17 12:30:02-05	0.48
2395	2016-06-17 12:15:11-05	0.46
2396	2016-06-17 12:00:05-05	0.48
2397	2016-06-17 11:45:00-05	0.48
2398	2016-06-17 11:30:09-05	0.49
2399	2016-06-17 11:15:04-05	0.48
2400	2016-06-17 11:00:13-05	0.5
2401	2016-06-17 10:45:07-05	0.5
2402	2016-06-17 10:30:02-05	0.48
2403	2016-06-17 10:15:11-05	0.49
2404	2016-06-17 10:00:06-05	0.49
2405	2016-06-17 09:45:01-05	0.49
2406	2016-06-17 09:30:10-05	0.45
2407	2016-06-17 09:15:05-05	0.48
2408	2016-06-17 09:00:00-05	0.49
2409	2016-06-17 08:45:09-05	0.49
2410	2016-06-17 08:30:04-05	0.49
2411	2016-06-17 08:15:13-05	0.48
2412	2016-06-17 08:00:08-05	0.48
2413	2016-06-17 07:45:02-05	0.48
2414	2016-06-17 07:30:12-05	0.48
2415	2016-06-17 07:15:06-05	0.48
2416	2016-06-17 07:00:01-05	0.48
2417	2016-06-17 06:45:11-05	0.48
2418	2016-06-17 06:30:05-05	0.45
2419	2016-06-17 06:15:00-05	0.46
2420	2016-06-17 06:00:10-05	0.45
2421	2016-06-17 05:45:04-05	0.46
2422	2016-06-17 05:30:14-05	0.46
2423	2016-06-17 05:15:08-05	0.46
2424	2016-06-17 05:00:03-05	0.46
2425	2016-06-17 04:45:13-05	0.45
2426	2016-06-17 04:30:08-05	0.45
2427	2016-06-17 04:15:03-05	0.45
2428	2016-06-17 04:00:12-05	0.44
2429	2016-06-17 03:45:07-05	0.44
2430	2016-06-17 03:30:02-05	0.44
2431	2016-06-17 03:15:11-05	0.45
2432	2016-06-17 03:00:06-05	0.46
2433	2016-06-17 02:45:01-05	0.46
2434	2016-06-17 02:30:10-05	0.45
2435	2016-06-17 02:15:05-05	0.45
2436	2016-06-17 02:00:00-05	0.46
2437	2016-06-17 01:45:10-05	0.46
2438	2016-06-17 01:30:04-05	0.45
2439	2016-06-17 01:15:14-05	0.44
2440	2016-06-17 01:00:08-05	0.46
2441	2016-06-17 00:45:10-05	0.46
2442	2016-06-17 00:30:05-05	0.46
2443	2016-06-17 00:15:14-05	0.45
2444	2016-06-17 00:00:09-05	0.46
2445	2016-06-16 23:45:04-05	0.43
2446	2016-06-16 23:30:13-05	0.44
2447	2016-06-16 23:15:08-05	0.44
2448	2016-06-16 23:00:03-05	0.44
2449	2016-06-16 22:45:06-05	0.44
2450	2016-06-16 22:30:00-05	0.43
2451	2016-06-16 22:15:10-05	0.42
2452	2016-06-16 22:00:05-05	0.42
2453	2016-06-16 21:45:14-05	0.39
2454	2016-06-16 21:30:09-05	0.39
2455	2016-06-16 21:15:03-05	0.41
2456	2016-06-16 21:00:13-05	0.39
2457	2016-06-16 20:45:07-05	0.37
2458	2016-06-16 20:30:02-05	0.37
2459	2016-06-16 20:15:11-05	0.34
2460	2016-06-16 20:00:05-05	0.34
2461	2016-06-16 19:45:00-05	0.35
2462	2016-06-16 19:30:09-05	0.35
2463	2016-06-16 19:15:04-05	0.35
2464	2016-06-16 19:00:13-05	0.35
2465	2016-06-16 18:45:08-05	0.33
2466	2016-06-16 18:30:02-05	0.36
2467	2016-06-16 18:15:12-05	0.35
2468	2016-06-16 18:00:06-05	0.37
2469	2016-06-16 17:45:01-05	0.37
2470	2016-06-16 17:30:10-05	0.39
2471	2016-06-16 17:15:04-05	0.4
2472	2016-06-16 17:00:13-05	0.4
2473	2016-06-16 16:45:08-05	0.4
2474	2016-06-16 16:30:03-05	0.41
2475	2016-06-16 16:15:12-05	0.44
2476	2016-06-16 16:00:07-05	0.42
2477	2016-06-16 15:45:01-05	0.44
2478	2016-06-16 15:30:11-05	0.47
2479	2016-06-16 15:15:05-05	0.45
2480	2016-06-16 15:00:00-05	0.45
2481	2016-06-16 14:45:09-05	0.47
2482	2016-06-16 14:30:04-05	0.46
2483	2016-06-16 14:15:13-05	0.47
2484	2016-06-16 14:00:08-05	0.49
2485	2016-06-16 13:45:03-05	0.49
2486	2016-06-16 13:30:12-05	0.5
2487	2016-06-16 13:15:06-05	0.51
2488	2016-06-16 13:00:01-05	0.5
2489	2016-06-16 12:45:11-05	0.51
2490	2016-06-16 12:30:06-05	0.52
2491	2016-06-16 12:15:00-05	0.5
2492	2016-06-16 12:00:09-05	0.5
2493	2016-06-16 11:45:04-05	0.51
2494	2016-06-16 11:30:14-05	0.51
2495	2016-06-16 11:15:08-05	0.52
2496	2016-06-16 11:00:03-05	0.5
2497	2016-06-16 10:45:12-05	0.51
2498	2016-06-16 10:30:07-05	0.52
2499	2016-06-16 10:15:01-05	0.53
2500	2016-06-16 10:00:11-05	0.52
2501	2016-06-16 09:45:05-05	0.52
2502	2016-06-16 09:30:14-05	0.51
2503	2016-06-16 09:15:09-05	0.53
2504	2016-06-16 09:00:03-05	0.52
2505	2016-06-16 08:45:13-05	0.53
2506	2016-06-16 08:30:07-05	0.52
2507	2016-06-16 08:15:02-05	0.52
2508	2016-06-16 08:00:11-05	0.52
2509	2016-06-16 07:45:06-05	0.51
2510	2016-06-16 07:30:01-05	0.51
2511	2016-06-16 07:15:10-05	0.51
2512	2016-06-16 07:00:05-05	0.51
2513	2016-06-16 06:45:14-05	0.5
2514	2016-06-16 06:30:09-05	0.49
2515	2016-06-16 06:15:04-05	0.48
2516	2016-06-16 06:00:13-05	0.47
2517	2016-06-16 05:45:08-05	0.47
2518	2016-06-16 05:30:03-05	0.48
2519	2016-06-16 05:15:12-05	0.45
2520	2016-06-16 05:00:06-05	0.47
2521	2016-06-16 04:45:01-05	0.49
2522	2016-06-16 04:30:07-05	0.49
2523	2016-06-16 04:15:01-05	0.46
2524	2016-06-16 04:00:10-05	0.44
2525	2016-06-16 03:45:05-05	0.43
2526	2016-06-16 03:30:12-05	0.45
2527	2016-06-16 03:15:07-05	0.45
2528	2016-06-16 03:00:01-05	0.43
2529	2016-06-16 02:45:10-05	0.44
2530	2016-06-16 02:30:04-05	0.44
2531	2016-06-16 02:15:14-05	0.46
2532	2016-06-16 02:00:09-05	0.47
2533	2016-06-16 01:45:03-05	0.48
2534	2016-06-16 01:30:13-05	0.49
2535	2016-06-16 01:15:07-05	0.49
2536	2016-06-16 01:00:02-05	0.48
2537	2016-06-16 00:45:11-05	0.48
2538	2016-06-16 00:30:06-05	0.5
2539	2016-06-16 00:15:01-05	0.5
2540	2016-06-16 00:00:10-05	0.48
2541	2016-06-15 23:45:05-05	0.45
2542	2016-06-15 23:30:00-05	0.45
2543	2016-06-15 23:15:09-05	0.43
2544	2016-06-15 23:00:04-05	0.43
2545	2016-06-15 22:45:14-05	0.42
2546	2016-06-15 22:30:08-05	0.45
2547	2016-06-15 22:15:03-05	0.44
2548	2016-06-15 22:00:12-05	0.46
2549	2016-06-15 21:45:06-05	0.43
2550	2016-06-15 21:30:01-05	0.41
2551	2016-06-15 21:15:09-05	0.41
2552	2016-06-15 21:00:04-05	0.38
2553	2016-06-15 20:45:13-05	0.39
2554	2016-06-15 20:30:08-05	0.4
2555	2016-06-15 20:15:03-05	0.39
2556	2016-06-15 20:00:12-05	0.41
2557	2016-06-15 19:45:06-05	0.41
2558	2016-06-15 19:30:00-05	0.42
2559	2016-06-15 19:15:10-05	0.42
2560	2016-06-15 19:00:04-05	0.43
2561	2016-06-15 18:45:14-05	0.43
2562	2016-06-15 18:30:08-05	0.43
2563	2016-06-15 18:15:03-05	0.44
2564	2016-06-15 18:00:12-05	0.42
2565	2016-06-15 17:45:06-05	0.45
2566	2016-06-15 17:30:01-05	0.46
2567	2016-06-15 17:15:11-05	0.44
2568	2016-06-15 17:00:05-05	0.47
2569	2016-06-15 16:45:14-05	0.49
2570	2016-06-15 16:30:09-05	0.48
2571	2016-06-15 16:15:04-05	0.49
2572	2016-06-15 16:00:13-05	0.49
2573	2016-06-15 15:45:07-05	0.5
2574	2016-06-15 15:30:02-05	0.5
2575	2016-06-15 15:15:11-05	0.5
2576	2016-06-15 15:00:06-05	0.51
2577	2016-06-15 14:45:00-05	0.51
2578	2016-06-15 14:30:09-05	0.53
2579	2016-06-15 14:15:03-05	0.54
2580	2016-06-15 14:00:12-05	0.54
2581	2016-06-15 13:45:07-05	0.56
2582	2016-06-15 13:30:14-05	0.52
2583	2016-06-15 13:15:09-05	0.54
2584	2016-06-15 13:00:03-05	0.55
2585	2016-06-15 12:45:13-05	0.56
2586	2016-06-15 12:30:07-05	0.57
2587	2016-06-15 12:15:02-05	0.57
2588	2016-06-15 12:00:11-05	0.57
2589	2016-06-15 11:45:05-05	0.58
2590	2016-06-15 11:30:00-05	0.56
2591	2016-06-15 11:15:09-05	0.59
2592	2016-06-15 11:00:06-05	0.59
2593	2016-06-15 10:45:09-05	0.61
2594	2016-06-15 10:30:12-05	0.59
2595	2016-06-15 10:15:00-05	0.6
2596	2016-06-15 10:00:03-05	0.59
2597	2016-06-15 09:45:06-05	0.58
2598	2016-06-15 09:30:10-05	0.59
2599	2016-06-15 09:15:12-05	0.59
2600	2016-06-15 09:00:00-05	0.58
2601	2016-06-15 08:45:04-05	0.58
2602	2016-06-15 08:30:06-05	0.58
2603	2016-06-15 08:15:10-05	0.57
2604	2016-06-15 08:00:12-05	0.57
2605	2016-06-15 07:45:01-05	0.58
2606	2016-06-15 07:30:04-05	0.58
2607	2016-06-15 07:15:08-05	0.57
2608	2016-06-15 07:00:11-05	0.58
2609	2016-06-15 06:45:14-05	0.57
2610	2016-06-15 06:30:03-05	0.56
2611	2016-06-15 06:15:06-05	0.55
2612	2016-06-15 06:00:08-05	0.55
2613	2016-06-15 05:45:11-05	0.53
2614	2016-06-15 05:30:13-05	0.54
2615	2016-06-15 05:15:01-05	0.53
2616	2016-06-15 05:00:04-05	0.51
2617	2016-06-15 04:45:07-05	0.53
2618	2016-06-15 04:30:11-05	0.53
2619	2016-06-15 04:15:14-05	0.52
2620	2016-06-15 04:00:12-05	0.54
2621	2016-06-15 03:45:00-05	0.53
2622	2016-06-15 03:30:03-05	0.52
2623	2016-06-15 03:15:06-05	0.52
2624	2016-06-15 03:00:09-05	0.54
2625	2016-06-15 02:45:00-05	0.53
2626	2016-06-15 02:30:03-05	0.52
2627	2016-06-15 02:15:07-05	0.53
2628	2016-06-15 02:00:09-05	0.55
2629	2016-06-15 01:45:12-05	0.56
2630	2016-06-15 01:30:14-05	0.56
2631	2016-06-15 01:15:03-05	0.56
2632	2016-06-15 01:00:07-05	0.55
2633	2016-06-15 00:45:09-05	0.56
2634	2016-06-15 00:30:13-05	0.56
2635	2016-06-15 00:15:00-05	0.57
2636	2016-06-15 00:00:04-05	0.57
2637	2016-06-14 23:45:06-05	0.57
2638	2016-06-14 23:30:10-05	0.58
2639	2016-06-14 23:15:13-05	0.57
2640	2016-06-14 23:00:02-05	0.57
2641	2016-06-14 22:45:06-05	0.57
2642	2016-06-14 22:30:09-05	0.57
2643	2016-06-14 22:15:12-05	0.58
2644	2016-06-14 22:00:14-05	0.58
2645	2016-06-14 21:45:02-05	0.58
2646	2016-06-14 21:30:05-05	0.58
2647	2016-06-14 21:15:07-05	0.56
2648	2016-06-14 21:00:10-05	0.51
2649	2016-06-14 20:45:13-05	0.51
2650	2016-06-14 20:30:01-05	0.55
2651	2016-06-14 20:15:04-05	0.55
2652	2016-06-14 20:00:07-05	0.54
2653	2016-06-14 19:45:09-05	0.54
2654	2016-06-14 19:30:13-05	0.49
2655	2016-06-14 19:15:02-05	0.47
2656	2016-06-14 19:00:05-05	0.41
2657	2016-06-14 18:45:07-05	0.39
2658	2016-06-14 18:30:11-05	0.5
2659	2016-06-14 18:15:14-05	0.49
2660	2016-06-14 18:00:02-05	0.51
2661	2016-06-14 17:45:05-05	0.51
2662	2016-06-14 17:30:08-05	0.53
2663	2016-06-14 17:15:11-05	0.52
2664	2016-06-14 17:00:14-05	0.52
2665	2016-06-14 16:45:03-05	0.53
2666	2016-06-14 16:30:06-05	0.54
2667	2016-06-14 16:15:09-05	0.53
2668	2016-06-14 16:00:12-05	0.51
2669	2016-06-14 15:45:14-05	0.53
2670	2016-06-14 15:30:03-05	0.51
2671	2016-06-14 15:15:06-05	0.52
2672	2016-06-14 15:00:09-05	0.53
2673	2016-06-14 14:45:12-05	0.52
2674	2016-06-14 14:30:14-05	0.54
2675	2016-06-14 14:15:03-05	0.53
2676	2016-06-14 14:00:06-05	0.55
2677	2016-06-14 13:45:09-05	0.52
2678	2016-06-14 13:30:11-05	0.57
2679	2016-06-14 13:15:13-05	0.57
2680	2016-06-14 13:00:01-05	0.57
2681	2016-06-14 12:45:04-05	0.58
2682	2016-06-14 12:30:06-05	0.56
2683	2016-06-14 12:15:09-05	0.58
2684	2016-06-14 12:00:12-05	0.57
2685	2016-06-14 11:45:14-05	0.59
2686	2016-06-14 11:30:02-05	0.59
2687	2016-06-14 11:15:05-05	0.62
2688	2016-06-14 11:00:07-05	0.59
2689	2016-06-14 10:45:09-05	0.55
2690	2016-06-14 10:30:12-05	0.59
2691	2016-06-14 10:15:15-05	0.6
2692	2016-06-14 10:00:03-05	0.6
2693	2016-06-14 09:45:06-05	0.59
2694	2016-06-14 09:30:09-05	0.59
2695	2016-06-14 09:15:12-05	0.61
2696	2016-06-14 09:00:00-05	0.61
2697	2016-06-14 08:45:04-05	0.6
2698	2016-06-14 08:30:07-05	0.6
2699	2016-06-14 08:15:10-05	0.6
2700	2016-06-14 08:00:12-05	0.59
2701	2016-06-14 07:45:00-05	0.6
2702	2016-06-14 07:30:03-05	0.6
2703	2016-06-14 07:15:07-05	0.6
2704	2016-06-14 07:00:10-05	0.6
2705	2016-06-14 06:45:14-05	0.58
2706	2016-06-14 06:30:02-05	0.58
2707	2016-06-14 06:15:04-05	0.57
2708	2016-06-14 06:00:08-05	0.58
2709	2016-06-14 05:45:10-05	0.57
2710	2016-06-14 05:30:00-05	0.56
2711	2016-06-14 05:15:02-05	0.57
2712	2016-06-14 05:00:10-05	0.57
2713	2016-06-14 04:45:12-05	0.57
2714	2016-06-14 04:30:00-05	0.57
2715	2016-06-14 04:15:02-05	0.56
2716	2016-06-14 04:00:06-05	0.56
2717	2016-06-14 03:45:09-05	0.57
2718	2016-06-14 03:30:12-05	0.56
2719	2016-06-14 03:15:00-05	0.57
2720	2016-06-14 03:00:02-05	0.56
2721	2016-06-14 02:45:06-05	0.55
2722	2016-06-14 02:30:09-05	0.55
2723	2016-06-14 02:15:12-05	0.56
2724	2016-06-14 02:00:00-05	0.56
2725	2016-06-14 01:45:03-05	0.56
2726	2016-06-14 01:30:07-05	0.55
2727	2016-06-14 01:15:10-05	0.55
2728	2016-06-14 01:00:13-05	0.57
2729	2016-06-14 00:45:01-05	0.56
2730	2016-06-14 00:30:05-05	0.57
2731	2016-06-14 00:15:08-05	0.57
2732	2016-06-14 00:00:11-05	0.56
2733	2016-06-13 23:45:14-05	0.58
2734	2016-06-13 23:30:03-05	0.58
2735	2016-06-13 23:15:07-05	0.57
2736	2016-06-13 23:00:10-05	0.56
2737	2016-06-13 22:45:12-05	0.55
2738	2016-06-13 22:30:00-05	0.54
2739	2016-06-13 22:15:02-05	0.54
2740	2016-06-13 22:00:05-05	0.55
2741	2016-06-13 21:45:09-05	0.55
2742	2016-06-13 21:30:06-05	0.54
2743	2016-06-13 21:15:10-05	0.56
